Game,Desc,Price,Categories,Status
Siege Survival: Gloria Victis,"A medieval city under siege and a handful of civilians are all that keep the walls from falling. Mixing survival strategy and resource management, build your camp, craft supplies, and scavenge the occupied city to supply the last troops holding back the invaders.","60,99 ","['Role-Playing', 'General']",In Stock
Weedcraft Inc,"Weedcraft Inc explores the business of producing, breeding and selling weed in America, delving deep into the financial, political and cultural aspects of the country's complex relationship with this troublesome and promising plant.","69,99 ","['Strategy', 'Management', 'Business / Tycoon']",In Stock
"Warhammer 40,000: Kill Team","In this third person arcade style shooter, players take on the role of an elite Space Marine team sent to assault a giant Ork Kroozer en-route to an Imperial Forge World. Do you have what it takes to take out the Warboss and prevent the Waaaagh?","70,99 ","['Action', 'Shooter', 'Third-Person', 'Sci-Fi', 'Arcade']",In Stock
Neptunia ReVerse,"Neptunia ReVerse is an updated and enhanced version of the beloved RPG game Hyperdimension Neptunia Re;Birth 1 , originally released for the PlayStation Vita. Fans of the Neptunia series and newcomers can enjoy the lush worlds of Gamindustri with the help of the PS5 and new gameplay additions, including a fishing mini-game. Gamindustri is a distant world comprised of four nations, each under the d","67,99 ","['Role-Playing', 'Japanese-Style']",In Stock
Genesis Alpha One,"Genesis Alpha One is a revolutionary mix of roguelike shooter, base building and survival that puts you in the role of an interstellar pioneer.

In a near future ravaged by wars, corrupt regimes and global capitalism left unchecked have resulted in natural resource over-exploitation and pollution; devastating the planet. Supported by Earth's remaining governments, four influential corporations ini","48,99 ","['Action', 'Shooter', 'First-Person', 'Arcade']",In Stock
Bus Simulator 18,"Experience the job of a bus driver in a vast and freely drivable urban area. Drive original licensed city buses from the great brands: Mercedes-Benz, Setra, MAN, and IVECO BUS. Transport your passengers safely and punctually, either solo in single player mode, or in multiplayer mode.","62,99 ","['Simulation', 'Vehicle', 'Civilian']",In Stock
Disneyland Adventures,"Experience a place where two magical worlds unite: Kinect for Xbox 360 invites you to take a journey where stories come to life and dreams come true, right in your living room! Explore Disneyland park i? from Main Street U.S.A. to Critter Country i? join Peter Pan to battle Captain Hook, high-five Mickey Mouse or hug Snow White.

Harnessing the controller-free magic of Kinect for Xbox 360, ""Kinect","56,99 ","['Action Adventure', 'General']",In Stock
The Walking Dead: Michonne - A Telltale Miniseries,"he Walking Dead: Michonne - A Telltale Miniseries stars the iconic, blade-wielding character from Robert Kirkman's best-selling comic books, portrayed in-game by award-winning actress Samira Wiley. Haunted by her past, and coping with unimaginable loss and regret, the story explores Michonne's absence between issues #126 and #139 of the comic book. Over the three episodes of the miniseries, player","64,99 ","['Adventure', '3D', 'Third-Person']",In Stock
Bust-A-Move Deluxe,"(Currently available in the UK/EU/JPN only; also know as ""Puzzle Bobble Pocket"" and ""Ultra Bust-A-Move Pocket"")  BAM ghost is one of the best versions of this game game for his spooky and funny environment and above all for his several game modes. You can play a funny and creative variation of the classic bust a move game, followed by your favorite characters (who forgot ""the ghost whale"" from Bub","67,99 ","['Miscellaneous', 'Puzzle', 'Matching']",In Stock
The X-Files: Resist or Serve,"Uncover the Horrifying Truth. Set in the show's seventh season, the fear begins when Mulder and Scully travel to the small Rocky Mountain town of Red Falls to investigate a string of unusual murders linked to ghost sightings, the undead, and other paranormal phenomena. The agents then pursue an inhuman killer to a secret research facility in the Siberian wasteland and finally into the depths of a ","79,99 ","['Adventure', 'Third-Person', 'Sci-Fi']",In Stock
NBA Jam 2004,"NBA JAM brings the ""rim-rocking"" highlights of NBA play to life with over the top, arcade-style 3-on-3 Basketball featuring spectacular high-flying dunks, ankle-breaking crossovers and ""get that outta here"" blocks! All the popular signature NBA JAM features are back - including over-the top gameplay, ""On-Fire"" & ""Big Head"" modes, no fouls, Hotspots and surprising hidden characters. Play against ov","87,99 ","['Sports', 'Traditional', 'Basketball', 'Arcade']",In Stock
Smash Cars,"No rules radio-controlled racing through living off-road worlds with giant objects, giant animals and giant people. Multiple shortcuts hidden on the tracks make for a more exciting racing and add more intrigue to overcoming opponents. Knocking over and hitting loose objects located on the track allow the player to pick up bonuses.  [Creat]","75,99 ","['Driving', 'Car Combat']",In Stock
Tennis Masters Series 2003,"Are you ready to take on the world's best players in the Tennis Masters Series? Master the individual skills and styles of one of 67 different players, and then compete in multiplayer singles or doubles matches or single-player tournaments. The game reproduces nine Masters Series tournaments from locations including Miami, Rome, and Paris. With your four different shots--power top spin, slice, fla","67,99 ","['Sports', 'Traditional', 'Tennis']",In Stock
Zoo Tycoon: Dinosaur Digs,"The fun has evolved into prehistoric pandemonium as you add dinosaurs to your zoo with the Zoo Tycoon Dinosaur Digs expansion pack! Zookeepers will be envious as you let your imagination run wild building the most vibrant and beautiful zoo with dinosaurs and ice age beasts. Manage more than 20 new awe-inspiring creatures including the T-rex, Velociraptor, and Sabre-tooth cat while keeping your ani","75,99 ","['Strategy', 'Tycoon', 'Management', 'Business / Tycoon']",In Stock
PaRappa the Rapper 2,See if you have enough rhythm to keep the beat with everyone's favorite rappin' puppy. Join Parappa and a cast of new and favorite characters on a mission of the ultimate importance - to prevent the Evil Noodle Syndicate from turning everything into noodles! Check out the funky fresh tunes that are guaranteed to get your head bobbin' and your fingers tapping'. [Sony],"75,99 ","['Miscellaneous', 'Rhythm', 'Music']",In Stock
Innocent Life: A Futuristic Harvest Moon,"(Also known as ""Harvest Moon: Innocent Life"")  Advanced robots and computers do the work for people on Heartflame Island, but this shiny technology can't save the inhabitants from an ancient curse. The spell could be broken if someone unlocks the ancient lands sealed off from humans, but you're the only one capable of pulling it off. Can you work hard and reclaim the land before time runs out? Gro","79,99 ","['Strategy', 'Breeding/Constructing', 'General', 'Management', 'Business / Tycoon']",In Stock
Joy Ride Turbo,"From the Kinect Joy Ride creators comes Joy Ride Turbo, a controller-based arcade racer delivering precision handling and crazy stunts and promising more thrills, speed, & mayhem. In the new Stunt Park, you’re free to show off. It’s a vibrant playground for your car - jump off cliffs, shoot from a cannon, & more. Plus, explore and find collectibles that unlock cars – giving you an edge for faster ","81,99 ","['Driving', 'Racing', 'Arcade', 'Automobile']",In Stock
Hotel Sowls,"As a pharmacologist looking for success,
you obtained a mysterious stone found in Sowls.

""With this stone, I'll be able to conduct a successful research!""

Afterwards, you visited ""Hotel Sowls"" to get some good rest...
...and found out next morning your precious stone has disappeared!","67,99 ","['Adventure', 'General', 'Point-and-Click']",In Stock
Dreamfall Chapters,"Dreamfall Chapters continues and concludes the gripping story of Zoe Castillo, the Dreamer. Revisiting familiar locations and characters, and introducing new sights and sounds, new faces, new game mechanics, new thrills and challenges, Dreamfall Chapters takes the player on an emotional, exciting and challenging journey -- from a dystopian cyberpunk future, through the mysterious and dreamlike Sto","69,99 ","['Fantasy', 'Adventure', '3D', 'Third-Person']",In Stock
